header,timestamp,totaal_verbruik_dagtarief_kwh,totaal_verbruik_nachttarief_kwh,totaal_injectie_dagtarief_kwh,totale_injectie_nachttarief_kwh,Tarief_indicatie,gemmiddeld_verbruik_kw,timestamp_piekvermogen,piekvermogen_huidige_maand,actief_verbruik_kw,acitef_injectie_kw,instant_vermogen_L1+P_kw,instant_vermogen_l1_injectie_kw,spanning_V,stroom_A,timestamp_gas,gas_verbruik_m³,Totale_injectie_nachttarief_kwh,actief_injectie_kw
"FLU5\253770234_A",2023-09-02T13:32:30Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,0,00.000,241.2,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:31Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,0,241.5,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,0,241.3,001.06,2023-09-02T13:31:57Z,0087.313,000712.647,00.000
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,0,0,0,0,0,0,0,0,000712.647
"FLU5\253770234_A",2023-09-02T13:32:34Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.004,0,00.004,00.000,241.3,001.07,2023-09-02T13:31:57Z,00817.313,00072.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:35Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.004,0,00.004,0,241.8,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,"""41.5",001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:37Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.7,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:38Z,0,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,0,0,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:39Z,000335.889,000447.198,001821.987,0,0002,0,2023-09-01T16:00:00Z,04.898,00.003,0,00.003,00.000,241.9,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:40Z,000335.889,000447.198,001821.987,0,0002,00&017,2023-09-01T16:00:00Z,04.898,0,0,00.000,00.000,241.6,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:41Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.7,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:42Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.2,001.0',2023-09-02T13:31:57Z,00817.313,000712.647
"FLU5\253770234_A",2023-09-02T13:32:43Z,000335.889,000447.198,001821.987,0,0002,00017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.7,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:44Z,000335.889,000447.198,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.000,241.6,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:45Z,000335.889,000447.198,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.000,241.9,001.07,2023-09-02T13:31:57Z,00817.313,000712.647
"FLU5\253770234_A",2023-09-02T13:32:46Z,000335.889,000447.198,0,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.7,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:47Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.9,001.07,0,0,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:48Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.7,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:49Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,0,00.000,241.9,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:50Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.8,001.07,2023-09-02T13:31:47Z,008!,00.000
"FLU5\253770234_A",2023-09-02T13:32:51Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.9,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:52Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.6,001.07,2023-09-02T13:31:57Z,0817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:53Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.8,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.4,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:55Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.4,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,0,0,0,0,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:57Z,000335.889,000447.198,001821.987,0,0,00.017,2023-09-01T16:00:00Z,04.898,00.003,0,00.003,00.000,241.3,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:58Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.1,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:32:59Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.7,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:00Z,0,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.5,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:01Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.8,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:02Z,000335.889,000447.198,001821.987,0,0002,0,2023-09-01T16:00:00Z,04.898,0,0,00.000,00.000,241.5,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:03Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.004,0,00.004,00.000,242.0,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:04Z,000335.889,0,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.8,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:05Z,000335.889,0,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,242.0,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:06Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,0,0,00.000,00.000,241.9,001.07,2023-09-02T13:31:57Z,00817.313,000712.647
"FLU5\253770234_A",2023-09-02T13:33:07Z,000335.889,000447.198,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.000,241.9,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:08Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.8,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:09Z,000335.889,000447.198,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.000,241.8,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:10Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.000,241.8,001.07,0,0,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:11Z,000335.889,000447.198,0,0,0002,00.017,2023-09-01T16:00:00Z,00.898,0,0,0,0,0,0,0,0,000712.647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-02T13:31:57Z,00817.313
"FLU5\253770234_A",2023-09-02T13:33:12Z,000335.889,000447.198,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.000,241.6,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:13Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,0.898,00.007,0,00.007,00.000,241.8,001.09,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:14Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.818,00.000,0,00.000,00.000,241.8,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.000
"FLU5\253770234_A",2023-09-02T13:33:15Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,0,0,0,0,0,0,0,0,000712.647
0,0,0,0,0,0,0,0,0,0,00.000,0,00.000,00.000,241.9,001.08,2023-09-02T13:31:57Z,00817.313,00.000
"FLU5\253770234_A",2023-09-02T13:33:16Z,000335.889,000447.198,0,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,0,00.005,241.8,001.07,2023-09-02T13:31:57Z,00817.313,00.005
"FLU5\253770234_A",2023-09-02T13:33:17Z,000335.889,000447.198,001821.986,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,0.000,00.004,241.8,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.004
"FLU5\253770234_A",2023-09-02T13:33:18Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.008,241.8,001.06,0,0,000712.647,00.008
"FLU5\253770234_A",2023-09-02T13:33:19Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.005,241.8,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.005
"FLU5\253770234_A",2023-09-02T13:33:20Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.009,241.8,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.009
"FLU5\253770234_A",2023-09-02T13:33:21Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,0,241.8,001.07,0,0,000712.647,00.009
"FLU5\253770234_A",2023-09-02T13:33:22Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.10,241.6,001.08,2023-09-02T13:31:57Z,00817.313,000712.647,00.009
"FLU5\253770234_A",2023-09-02T13:33:23Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.013,0,001.07,2023-09-02T13:31:57Z,00817.313,000712.647,00.013
"FLU5\253770234_A",2023-09-02T13:33:24Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,0,0,0,0,0,0,0,0,000712.647
"FLU5\253770234_A",2023-09-02T13:33:25Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.022,241.9,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.022
"FLU5\253770234_A",2023-09-02T13:33:26Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.029,242.1,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.022
"FLU5\253770234_A",2023-09-02T13:33:27Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.032,242.0,001.04,2023-09-02T13:31:57Z,00817.313,000712.647,00.029
"FLU5\253770234_A",2023-09-02T13:33:28Z,0,000447.198,001821.987,0,0,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.032,242.1,001.05,0,0,000712.647,00.032
"FLU5\253770234_A",2023-09-02T13:33:29Z,000335.889,000447.198,001821.987,0,0,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.039,242.1,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.037
"FLU5\253770234_A",0,0,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.039,0,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.039
"FLU5\253770234_A",2023-09-02T13:33:31Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.043,22.0,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.043
FLU5\253770234^A,2023-09-02T13:33:32Z,000335.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,00.000,00.045,242.0,001.05,2023-09-02T13:31:57Z,00817.313,00.045
"FLU5\253770234_A",2023-09-02T13:33:33Z,000335.889,000447.198,001821.987,0,0002,00.0!,0,0,0,0,0,0,0,0,0,0,000712.647
0,0,0,0,0,0,0,0,0,00.000,0,0,00.000,00.047,242.0,01.05,2023-09-02T13:31:57Z,00817.313,00.047
"FLU5\253770234_A",2023-09-02T13:33:34Z,000335.889,0,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.047,242.0,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.047
"FLU5\253770234_A",2023-09-02T13:33:35Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.049,242.0,0,2023-09-02T13:31:57Z,00817.313,000712.647,00.049
"FLU5\253770234_A",2023-09-02T13:33:36Z,000335.889,0,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.046,242.0,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.046
"FLU5\253770234_A",2023-09-02T13:33:37Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.051,242.0,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.051
"FLU5\253770234_A",2023-09-02T13:33:38Z,000335.889,000447.198,001821.887,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,0,00.051,241.9,001.06,0,0,000712.647,00.051
"FLU5\253770234_A",2023-09-02T13:33:39Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.00,00.055,242.0,001.06,0,0,000712.647,00.055
"FLU5\253770234_A",2023-09-02T13:33:40Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.054,241.9,001.06,0,0,000712.647,00.054
"FLU5\253770234_A",2023-09-02T13:33:41Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.057,242.0,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.057
"FLU5\253770234_A",2023-09-02T13:33:42Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,"00.000""kW",0,242.0,001.06,2023-09-02T13:31:57Z,00817.313,00.057
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,0,241.6,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.060
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.060,241.6,001.06,0,0,00.060
"FLU5\253770234_A",2023-09-02T13:33:45Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.058,241.9,001.07,2023-09-02T13:31:57Z,00817.313,000712.643,00.058
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.057,241.6,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.057
"FLU5\253770234_A",2023-09-02T13:33:47Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.061,241.8,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.061
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0,0,0,0,0,0,0,0,0,0,0,0,000712.647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-02T13:31:57Z,00817.313
"FLU5\253770234_A",2023-09-02T13:33:49Z,00035.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.064,242.0,0,2023-09-02T13:31:57Z,00817.313,000712.647,00.064
"FLU5\253770234_A",2023-09-02T13:33:50Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.060,242.0,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.060
"FLU5\253770234_A",2023-09-02T13:33:51Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,0,0,00.000,00.064,242.1,001.05,2023-09-02T13:31:57Z,00817.313,000712.647,00.064
"FLU5\253770234_A",2023-09-02T13:33:52Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.062,242.2,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.062
"FLU5\253770234WA",2023-09-02T13:33:53Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,0,0,00.000,00.065,242.1,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.065
"FLU5\253770234_A",2023-09-02T13:33:54Z,000335.889,000447.198,001821.987,0,0002,00.017,0,0,00.000,0,00.000,00.063,242.1,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.063
"FLU5\253770234_A",2023-09-02T13:33:55Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.068,242.3,001.06,2023-09-02T13:31:57Z,00817.313,000712.647,00.068
"FLU5\253770234_A",2023-09-02T13:33:56Z,000335.889,0,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.078,242.2,001.03,2023-09-02T13:31:57Z,00817.313,000712.647,00.078
"FLU5\253770234_A",2023-09-02T13:33:57Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.088,242.5,001.01,2023-09-02T13:31:57Z,00817.313,000712.647,00.088
"FLU5\253770234_A",2023-09-02T13:33:58Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.087,242.1,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.087
"FLU5\253770234_A",2023-09-02T13:33:59Z,000335.889,000447.198,0,0,0002,00.017,2023-09-01T16:00:00Z,0$.898,00.000,0,0,00.089,242.3,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.089
"FLU5\253770234_A",2023-09-02T13:34:00Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,"04,898",00.000,0,00.000,00.089,242.1,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.089
"FLU5\253770234_A",2023-09-02T13:34:01Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.090,242.3,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.090
"FLU5\253770234_A",2023-09-02T13:34:02Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,0,242.3,001.01,2023-09-02T13:31:57Z,00817.313,000712.647,00.089
"FLU5\253770234_A",2023-09-02T13:34:03Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.093,242.3,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.093
"FLU5\253770234_A",2023-09-02T13:34:04Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.090,242.3,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.090
"FLU5\253770234_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.093,242.4,001.02,2023-09-02T13:31:57Z,00817.313,00.093
"FLU5\253770234_A",2023-09-02T13:34:06Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.091,241.9,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.091
"FLU5\253770234_A",2023-09-02T13:34:07Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.095,242.1,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.095
"FLU5\253770234_A",2023-09-02T13:34:08Z,000335.889,000447.198,001821.987,0,0,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.093,242.3,001.02,2023-09-02T13:31:57Z,00817.313,00.093
"FLU5\253770234_A",2023-09-02T13:34:09Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.093,242.4,001.02,2023-09-02T13:31:57Z,00817.313,000712.647,00.093
"FLU5\253770234_A",0,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.082,242.2,001.03,2023-09-02T13:31:57Z,00,000702.647,00.082
"FLU5\253770234_A",2023-09-02T13:34:11Z,000335.889,000447.198,001821.987,0,0,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,242.5,0,001.04,2023-09-02T13:31:57Z,00817.313,000712.647,00.071
"FLU5\253770234_A",2023-09-02T13:34:12Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.068,242.5,001.04,2023-09-02T13:31:57Z,00817.311,000312.647,00.068
"FLU5\253770234_A",2023-09-02T13:34:13Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.070,242.5,001.04,2023-09-02T13:31:57Z,00817.313,000712.647,00.070
"FLU5\253770234_A",2023-09-02T13:34:14Z,0,000447.198,001821.987,0,0,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.071,242.5,001.04,2023-09-02T13:31:57Z,00817.313,000712.647,00.071
"FLU5\253770234_A",2023-09-02T13:34:15Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.073,242.5,001.04,2023-09-02T13:31:57Z,00817.313,000712.647,00.073
"FLU5\253770234_A",2023-09-02T13:34:16Z,000335.889,000447.198,001821.987,0,0002,00.017,2023-09-01T16:00:00Z,04.898,00.000,0,00.000,00.068,242.0,001.04,2023-09-02T13:31:57Z,00817.313,000712.647,00.068
